supplier_id,supplier_name,country,port,sku,description,color,composition,pack_size_units,moq_units,unit_price_usd_fob,lead_time_days,incoterms,payment_terms
SUP-01,"DALIAN MIRO HOLIDAYS CO., LTD.",China,Dalian,DAL-01017,FIG CASCANUECES 25CM MULTIC S3,MULTICOLOR,80% MADERA PINO 13% MDF 4% FIBRA 2% METAL 1% PLAST,24,350,4.94,60,FOB Dalian,"30% T/T deposit, 70% T/T against B/L copy"
SUP-01,"DALIAN MIRO HOLIDAYS CO., LTD.",China,Dalian,DAL-01018,ARBOL 14.5X39X14.5CM NATURAL,NATURAL,97%BAMBOO 3%METAL,12,250,10.75,60,FOB Dalian,"30% T/T deposit, 70% T/T against B/L copy"
SUP-01,"DALIAN MIRO HOLIDAYS CO., LTD.",China,Dalian,DAL-01019,FIG OSO 17X32X13CM,NATURAL,40% ESPUMA 30% RAFIA 20% FIBRA NATURAL 5% PINA NAT,12,350,8.34,60,FOB Dalian,"30% T/T deposit, 70% T/T against B/L copy"
SUP-01,"DALIAN MIRO HOLIDAYS CO., LTD.",China,Dalian,DAL-01020,FIG SANTA 27CM ROJO,ROJO,50% POLIRESINA 20% PLASTICO 10% ALGODON 10% ALAMBR,12,300,14.19,60,FOB Dalian,"30% T/T deposit, 70% T/T against B/L copy"
SUP-01,"DALIAN MIRO HOLIDAYS CO., LTD.",China,Dalian,DAL-01021,FIG BUHO 9X11X17CM NATURAL,NATURAL,POLIFOAM 50% ALGODON 35% POLIESTER 10% PLASTICO 5%,24,200,4.20,60,FOB Dalian,"30% T/T deposit, 70% T/T against B/L copy"
SUP-01,"DALIAN MIRO HOLIDAYS CO., LTD.",China,Dalian,DAL-01022,FIG ELFO-HNIEVE 22.86CM S2 BAT-NOIN,ROJO-VERDE,80% POLIESTER 20% PLASTICO,48,400,8.49,60,FOB Dalian,"30% T/T deposit, 70% T/T against B/L copy"
SUP-01,"DALIAN MIRO HOLIDAYS CO., LTD.",China,Dalian,DAL-01023,FIG SANTA HNIE 43CM ROJO-VERDE S2,ROJO-VERDE,90%POLIESTER 10%ARENA,24,450,6.21,60,FOB Dalian,"30% T/T deposit, 70% T/T against B/L copy"
SUP-01,"DALIAN MIRO HOLIDAYS CO., LTD.",China,Dalian,DAL-01024,FIG ARDILLA 11.5CM NAT-ROJO-VERDE,NATURAL-ROJO-VERDE,60% POLIFOAM 38% POLIESTER 2% PINA NATURAL,48,250,6.17,60,FOB Dalian,"30% T/T deposit, 70% T/T against B/L copy"
SUP-01,"DALIAN MIRO HOLIDAYS CO., LTD.",China,Dalian,DAL-01025,FIG SANTA-HNIEVE 40.64CM S2 BATNOIN,ROJO-VERDE,80% POLIESTER 20% PLASTICO,24,450,12.18,60,FOB Dalian,"30% T/T deposit, 70% T/T against B/L copy"
SUP-01,"DALIAN MIRO HOLIDAYS CO., LTD.",China,Dalian,DAL-01026,FIG SANTA-SRA.SANTA 34.3CM SR2,ROJO-BLANCO,100% POLIESTER,32,450,6.34,60,FOB Dalian,"30% T/T deposit, 70% T/T against B/L copy"
SUP-01,"DALIAN MIRO HOLIDAYS CO., LTD.",China,Dalian,DAL-01027,FIG RENO 19X13X24CM,ROJO-BLANCO-NAT,PAJA 40% ESPUMA 40% SISAL 10% POLIESTER 5% ALAMBRE,24,400,7.78,60,FOB Dalian,"30% T/T deposit, 70% T/T against B/L copy"
SUP-01,"DALIAN MIRO HOLIDAYS CO., LTD.",China,Dalian,DAL-01028,ARBOL 17X49X17CM NATURAL,NATURAL,97%BAMBOO 3%METAL,12,450,13.90,60,FOB Dalian,"30% T/T deposit, 70% T/T against B/L copy"
SUP-01,"DALIAN MIRO HOLIDAYS CO., LTD.",China,Dalian,DAL-01029,FIGURA OSO 47CM ROJO-VERDE SURT2,ROJO-VERDE,100% POLIESTER,24,300,7.30,60,FOB Dalian,"30% T/T deposit, 70% T/T against B/L copy"
SUP-01,"DALIAN MIRO HOLIDAYS CO., LTD.",China,Dalian,DAL-01030,FIG SANTA 27CM ROJO,ROJO,50% POLIRESINA 20% PLASTICO 10% ALGODON 10% ALAMBR,12,400,9.41,60,FOB Dalian,"30% T/T deposit, 70% T/T against B/L copy"
SUP-01,"DALIAN MIRO HOLIDAYS CO., LTD.",China,Dalian,DAL-01031,ARBOL 70CM ROJO,ROJO,55% MADERA 35% ESPUMA 5% METAL 5% MDF,4,350,33.40,60,FOB Dalian,"30% T/T deposit, 70% T/T against B/L copy"
SUP-01,"DALIAN MIRO HOLIDAYS CO., LTD.",China,Dalian,DAL-01032,ARBOL DECO 33CM DORADO,DORADO,20% ALAMBRE-60% PLASTICO-20% MADERA,24,450,3.99,60,FOB Dalian,"30% T/T deposit, 70% T/T against B/L copy"
SUP-01,"DALIAN MIRO HOLIDAYS CO., LTD.",China,Dalian,DAL-01033,VILLA LED 19.5CM MULTI BAT-NO-INC,MULTICOLOR,95% PLASTICO 5% ELECTRONICO,12,300,16.45,60,FOB Dalian,"30% T/T deposit, 70% T/T against B/L copy"
SUP-01,"DALIAN MIRO HOLIDAYS CO., LTD.",China,Dalian,DAL-01034,VILLA LED 12X10X8CM BAT-NO-INC,MULTICOLOR,98% RESINA-2% PLASTICO,36,350,5.22,60,FOB Dalian,"30% T/T deposit, 70% T/T against B/L copy"
SUP-01,"DALIAN MIRO HOLIDAYS CO., LTD.",China,Dalian,DAL-01035,VILLA LED 16X21.5X13CM BAT-NO-INC,MULTICOLOR,98% RESINA-2% PLASTICO,12,450,14.95,60,FOB Dalian,"30% T/T deposit, 70% T/T against B/L copy"
