supplier_id,supplier_name,country,port,sku,description,color,composition,pack_size_units,moq_units,unit_price_usd_fob,lead_time_days,incoterms,payment_terms
SUP-04,HCM HOLIDAY CRAFTS LTD.,Vietnam,Ho Chi Minh City (Cat Lai),HCM-04011,CINTA 10CM X 10YDS AZUL-BLANCO,AZUL-BLANCO,70% POLIESTER 20% PLASTICO PET 10% ALAMBRE,60,250,2.83,50,FOB Ho Chi Minh City,"30% T/T deposit, 70% T/T 30 days from B/L"
SUP-04,HCM HOLIDAY CRAFTS LTD.,Vietnam,Ho Chi Minh City (Cat Lai),HCM-04012,COJIN PONSETIA 45CM BCO-RO-VE 400G,BLANCO-ROJO-VERDE,100%POLIESTER,12,250,7.41,50,FOB Ho Chi Minh City,"30% T/T deposit, 70% T/T 30 days from B/L"
SUP-04,HCM HOLIDAY CRAFTS LTD.,Vietnam,Ho Chi Minh City (Cat Lai),HCM-04013,LAZO 36X40X3CM DORADO,DORADO,100% POLIESTER,36,200,2.65,50,FOB Ho Chi Minh City,"30% T/T deposit, 70% T/T 30 days from B/L"
SUP-04,HCM HOLIDAY CRAFTS LTD.,Vietnam,Ho Chi Minh City (Cat Lai),HCM-04014,LAZO 19X24X2CM ROJO-DORADO,ROJO-DORADO,100% POLIESTER,96,200,0.61,50,FOB Ho Chi Minh City,"30% T/T deposit, 70% T/T 30 days from B/L"
SUP-04,HCM HOLIDAY CRAFTS LTD.,Vietnam,Ho Chi Minh City (Cat Lai),HCM-04015,BOLSA D-REGALO 18X23X10CM,ROJO-BLANCO,100% PAPEL,144,150,0.40,50,FOB Ho Chi Minh City,"30% T/T deposit, 70% T/T 30 days from B/L"
SUP-04,HCM HOLIDAY CRAFTS LTD.,Vietnam,Ho Chi Minh City (Cat Lai),HCM-04016,INDIVIDUAL D-MESA 33X45CM,CREMA,100%POLIESTER,200,250,1.77,50,FOB Ho Chi Minh City,"30% T/T deposit, 70% T/T 30 days from B/L"
SUP-04,HCM HOLIDAY CRAFTS LTD.,Vietnam,Ho Chi Minh City (Cat Lai),HCM-04017,FALDA D-ARBOL 124CM RJ-VR,ROJO-VERDE,100% POLIESTER,16,250,11.07,50,FOB Ho Chi Minh City,"30% T/T deposit, 70% T/T 30 days from B/L"
SUP-04,HCM HOLIDAY CRAFTS LTD.,Vietnam,Ho Chi Minh City (Cat Lai),HCM-04018,LAZO 19X24X2CM CHAMPANA,CHAMPAÑA,100% POLIESTER,96,200,0.86,50,FOB Ho Chi Minh City,"30% T/T deposit, 70% T/T 30 days from B/L"
SUP-04,HCM HOLIDAY CRAFTS LTD.,Vietnam,Ho Chi Minh City (Cat Lai),HCM-04019,COJIN GNOMO 45X45CM RO-BCO 400G,ROJO-BLANCO,100%ALGODON,12,250,6.77,50,FOB Ho Chi Minh City,"30% T/T deposit, 70% T/T 30 days from B/L"
SUP-04,HCM HOLIDAY CRAFTS LTD.,Vietnam,Ho Chi Minh City (Cat Lai),HCM-04020,LAZO 34CM ROJO,ROJO,35% POLIESTER 65%PLASTICO,18,150,2.49,50,FOB Ho Chi Minh City,"30% T/T deposit, 70% T/T 30 days from B/L"
SUP-04,HCM HOLIDAY CRAFTS LTD.,Vietnam,Ho Chi Minh City (Cat Lai),HCM-04021,COJIN NAV 45X45CM NATURAL,NATURAL,COVER 89%ALGODON 11%FLEX-RELLENO 100%POLIESTER,12,200,10.14,50,FOB Ho Chi Minh City,"30% T/T deposit, 70% T/T 30 days from B/L"
SUP-04,HCM HOLIDAY CRAFTS LTD.,Vietnam,Ho Chi Minh City (Cat Lai),HCM-04022,LAZO 30X32X3CM DORADO,DORADO,100% POLIESTER,48,200,2.23,50,FOB Ho Chi Minh City,"30% T/T deposit, 70% T/T 30 days from B/L"
SUP-04,HCM HOLIDAY CRAFTS LTD.,Vietnam,Ho Chi Minh City (Cat Lai),HCM-04023,VELA ESFERA 11X12.7X11CM VERDE,VERDE,98%PARAFINA 2%FRAGANCIA,24,200,3.13,50,FOB Ho Chi Minh City,"30% T/T deposit, 70% T/T 30 days from B/L"
SUP-04,HCM HOLIDAY CRAFTS LTD.,Vietnam,Ho Chi Minh City (Cat Lai),HCM-04024,BOLSA ARBOL NAV BAG 210CM VERDE,verde,100%TELA,25,250,5.11,50,FOB Ho Chi Minh City,"30% T/T deposit, 70% T/T 30 days from B/L"
SUP-04,HCM HOLIDAY CRAFTS LTD.,Vietnam,Ho Chi Minh City (Cat Lai),HCM-04025,FALDA D-ARBOL SANTA 106X105CM RJ-VR,ROJO-VERDE,100%POLIESTER,24,150,11.45,50,FOB Ho Chi Minh City,"30% T/T deposit, 70% T/T 30 days from B/L"
SUP-04,HCM HOLIDAY CRAFTS LTD.,Vietnam,Ho Chi Minh City (Cat Lai),HCM-04026,LAZO 100CM ROJO-VERDE S3,ROJO-VERDE,35% POLIESTER 65%PLASTICO,6,250,26.82,50,FOB Ho Chi Minh City,"30% T/T deposit, 70% T/T 30 days from B/L"
SUP-04,HCM HOLIDAY CRAFTS LTD.,Vietnam,Ho Chi Minh City (Cat Lai),HCM-04027,LAZO 28X34X3CM ROJO,ROJO,100% POLIESTER,48,200,1.04,50,FOB Ho Chi Minh City,"30% T/T deposit, 70% T/T 30 days from B/L"
SUP-04,HCM HOLIDAY CRAFTS LTD.,Vietnam,Ho Chi Minh City (Cat Lai),HCM-04028,COJIN NAV 45X45CM NATURAL,NATURAL,COBERTOR 97%ALGODON 3%LICIL-RELLENO 100%POLIESTER,12,250,10.31,50,FOB Ho Chi Minh City,"30% T/T deposit, 70% T/T 30 days from B/L"
SUP-04,HCM HOLIDAY CRAFTS LTD.,Vietnam,Ho Chi Minh City (Cat Lai),HCM-04029,COJIN NAV 45CM 450G NATURAL-VER,NATURAL-VERDE,88% ALGODON 12% LINO,10,150,9.92,50,FOB Ho Chi Minh City,"30% T/T deposit, 70% T/T 30 days from B/L"
SUP-04,HCM HOLIDAY CRAFTS LTD.,Vietnam,Ho Chi Minh City (Cat Lai),HCM-04030,LAZO 24X29X2CM ROJO,ROJO,100% POLIESTER,72,200,0.73,50,FOB Ho Chi Minh City,"30% T/T deposit, 70% T/T 30 days from B/L"
