supplier_id,supplier_name,country,port,sku,description,color,composition,pack_size_units,moq_units,unit_price_usd_fob,lead_time_days,incoterms,payment_terms
SUP-02,QINGDAO STAR CHRISTMAS WHOLESALE GROUP,China,Qingdao,QIN-02016,JGO TREN LED 14PZAS 90CM BT-NOINC,ROJO-VERDE,95% ABS 5% METAL,12,1550,13.24,75,FOB Qingdao,"30% T/T deposit, 70% L/C at sight or T/T against B/L"
SUP-02,QINGDAO STAR CHRISTMAS WHOLESALE GROUP,China,Qingdao,QIN-02017,JGO4 CASCANUECES 13CM ROSADO,ROSADO,82% MADERA PINO 14% MDF 4% FIBRA,52,2950,4.26,75,FOB Qingdao,"30% T/T deposit, 70% L/C at sight or T/T against B/L"
SUP-02,QINGDAO STAR CHRISTMAS WHOLESALE GROUP,China,Qingdao,QIN-02018,ESFERA 20CM ROJO,ROJO,70%FOAM-30%PLASTICO,18,1700,4.02,75,FOB Qingdao,"30% T/T deposit, 70% L/C at sight or T/T against B/L"
SUP-02,QINGDAO STAR CHRISTMAS WHOLESALE GROUP,China,Qingdao,QIN-02019,PICK 22CM ROJO-DORA-PLATA-ORO RO,ROJO-DORADO-PLATEADO-ORO ,80%ESPUMA-20%METAL,384,1800,0.22,75,FOB Qingdao,"30% T/T deposit, 70% L/C at sight or T/T against B/L"
SUP-02,QINGDAO STAR CHRISTMAS WHOLESALE GROUP,China,Qingdao,QIN-02020,RELLENO 66CM VERDE,VERDE,PLASTICO 80% ALAMBRE 10% PAPEL 10%,144,2700,1.25,75,FOB Qingdao,"30% T/T deposit, 70% L/C at sight or T/T against B/L"
SUP-02,QINGDAO STAR CHRISTMAS WHOLESALE GROUP,China,Qingdao,QIN-02021,JGO. 4 ESFERAS 10CM CAJA PVC - DISPLAY,AZUL,100% PS,16,2900,2.72,75,FOB Qingdao,"30% T/T deposit, 70% L/C at sight or T/T against B/L"
SUP-02,QINGDAO STAR CHRISTMAS WHOLESALE GROUP,China,Qingdao,QIN-02022,JGO TREN LED 24PZAS 90CM BT-NOINC,ROJO-VERDE,95% ABS 5% METAL,24,2750,7.63,75,FOB Qingdao,"30% T/T deposit, 70% L/C at sight or T/T against B/L"
SUP-02,QINGDAO STAR CHRISTMAS WHOLESALE GROUP,China,Qingdao,QIN-02023,JGO. 30 ESFERAS 6CM -CILINDRO,CHAMPAÑA,100% PS,8,1350,4.33,75,FOB Qingdao,"30% T/T deposit, 70% L/C at sight or T/T against B/L"
SUP-02,QINGDAO STAR CHRISTMAS WHOLESALE GROUP,China,Qingdao,QIN-02024,ADORNO ARBOL 9.5X15.5X7.8CM PLATD,PLATEADO,100% DOLOMITA,32,1500,1.94,75,FOB Qingdao,"30% T/T deposit, 70% L/C at sight or T/T against B/L"
SUP-02,QINGDAO STAR CHRISTMAS WHOLESALE GROUP,China,Qingdao,QIN-02025,ORNAMENTO 11X15X9CM ROJO-VERDE,ROJO-VERDE,100% LANA,72,2200,2.97,75,FOB Qingdao,"30% T/T deposit, 70% L/C at sight or T/T against B/L"
SUP-02,QINGDAO STAR CHRISTMAS WHOLESALE GROUP,China,Qingdao,QIN-02026,JGO 3 LAZOS 12X14X1CM DORADO,DORADO,100% POLIESTER,144,2450,0.69,75,FOB Qingdao,"30% T/T deposit, 70% L/C at sight or T/T against B/L"
SUP-02,QINGDAO STAR CHRISTMAS WHOLESALE GROUP,China,Qingdao,QIN-02027,ORNA LORO 60X10X15CM,ROJO,TELA 30% ESPUMA 30% POLIESTER 28% PAPEL 8% ALAMBRE,24,1850,9.03,75,FOB Qingdao,"30% T/T deposit, 70% L/C at sight or T/T against B/L"
SUP-02,QINGDAO STAR CHRISTMAS WHOLESALE GROUP,China,Qingdao,QIN-02028,ADORNO TRONCO 25X25X20CM CHOCO,CHOCOLATE,POLIFOAM 50% PLASTICO 35% PAPEL 15%,6,2000,11.22,75,FOB Qingdao,"30% T/T deposit, 70% L/C at sight or T/T against B/L"
SUP-02,QINGDAO STAR CHRISTMAS WHOLESALE GROUP,China,Qingdao,QIN-02029,ORNAMENTO 11CM ROJO-VERDE,ROJO-VERDE,100% ARCILLA,144,2800,0.92,75,FOB Qingdao,"30% T/T deposit, 70% L/C at sight or T/T against B/L"
SUP-02,QINGDAO STAR CHRISTMAS WHOLESALE GROUP,China,Qingdao,QIN-02030,RELLENO 72CM ROJO,ROJO,60%POLIESTIRENO 20%ESCARCHA 10%METAL 10%PAPEL,240,1500,0.82,75,FOB Qingdao,"30% T/T deposit, 70% L/C at sight or T/T against B/L"
SUP-02,QINGDAO STAR CHRISTMAS WHOLESALE GROUP,China,Qingdao,QIN-02031,JGO 5PZA CASA JENGIBRE 20X7X17CM S2,MULTICOLOR,100%POLIRESINA,24,1850,3.02,75,FOB Qingdao,"30% T/T deposit, 70% L/C at sight or T/T against B/L"
SUP-02,QINGDAO STAR CHRISTMAS WHOLESALE GROUP,China,Qingdao,QIN-02032,JGO TREN LED 17PZAS 156CM NO-BAT,ROJO-VERDE,95% ABS 5% METAL,10,2850,16.33,75,FOB Qingdao,"30% T/T deposit, 70% L/C at sight or T/T against B/L"
SUP-02,QINGDAO STAR CHRISTMAS WHOLESALE GROUP,China,Qingdao,QIN-02033,JGO 2 BANDEJA 27X27CM ROJO-VERDE,ROJO-VERDE,80%ENAMEL 20%PAPEL,12,2400,11.86,75,FOB Qingdao,"30% T/T deposit, 70% L/C at sight or T/T against B/L"
SUP-02,QINGDAO STAR CHRISTMAS WHOLESALE GROUP,China,Qingdao,QIN-02034,ADORNO AVE 12.5CM NATURAL S2,NATURAL,POLIESPUMA 50% PLUMAS 35% PVC 15%,120,2500,1.27,75,FOB Qingdao,"30% T/T deposit, 70% L/C at sight or T/T against B/L"
SUP-02,QINGDAO STAR CHRISTMAS WHOLESALE GROUP,China,Qingdao,QIN-02035,RELLENO 22.5CM VERDE-ROJO,ROJO-VERDE,PLASTICO 80% PAPEL 10% HIERRO 10%,720,1400,0.47,75,FOB Qingdao,"30% T/T deposit, 70% L/C at sight or T/T against B/L"
SUP-02,QINGDAO STAR CHRISTMAS WHOLESALE GROUP,China,Qingdao,QIN-02036,RELLENO 75CM CHAMPANA,CHAMPANA,40%ESCARCHA 30%PLASTICO 10%ESPUMA 20%ALAMBRE,144,1100,0.63,75,FOB Qingdao,"30% T/T deposit, 70% L/C at sight or T/T against B/L"
SUP-02,QINGDAO STAR CHRISTMAS WHOLESALE GROUP,China,Qingdao,QIN-02037,ORNA M-JENGIBRE 13X15X5CM,NATURAL-ROJO-VERDE,EXT. 70%POLIESTER 30%ALGODON CONT.: 100%POLIESTER,96,2850,1.85,75,FOB Qingdao,"30% T/T deposit, 70% L/C at sight or T/T against B/L"
SUP-02,QINGDAO STAR CHRISTMAS WHOLESALE GROUP,China,Qingdao,QIN-02038,ORNAMENTO CASA 6X9X13CM ROJO-VERDE,ROJO-VERDE,CARTON 50% GRAMA 15% POLIESTER 25% PLASTICO 10%,72,1600,2.27,75,FOB Qingdao,"30% T/T deposit, 70% L/C at sight or T/T against B/L"
SUP-02,QINGDAO STAR CHRISTMAS WHOLESALE GROUP,China,Qingdao,QIN-02039,JGO 2 LAZOS 12X14X1CM CHAMPANA,CHAMPAÑA,100% POLIESTER,144,1250,0.66,75,FOB Qingdao,"30% T/T deposit, 70% L/C at sight or T/T against B/L"
SUP-02,QINGDAO STAR CHRISTMAS WHOLESALE GROUP,China,Qingdao,QIN-02040,JGO9 CONOS 20CM DORADO-ROJO-VERD S3,DORADO-ROJO-VERDE,100%METAL,6,1600,17.94,75,FOB Qingdao,"30% T/T deposit, 70% L/C at sight or T/T against B/L"
SUP-02,QINGDAO STAR CHRISTMAS WHOLESALE GROUP,China,Qingdao,QIN-02041,ADORNO ARBOL 32CM VERDE,VERDE,100% PLASTICO,12,2350,4.61,75,FOB Qingdao,"30% T/T deposit, 70% L/C at sight or T/T against B/L"
SUP-02,QINGDAO STAR CHRISTMAS WHOLESALE GROUP,China,Qingdao,QIN-02042,JGO 3 CORTADOR D-GALLETA 7CM SURT3,ROJO-VERDE,80% ACERO INOXIDABLE 20% PVC,72,1800,1.08,75,FOB Qingdao,"30% T/T deposit, 70% L/C at sight or T/T against B/L"
SUP-02,QINGDAO STAR CHRISTMAS WHOLESALE GROUP,China,Qingdao,QIN-02043,ORNAMENTO 7X10CM BLANCO,BLANCO,90% PLASTICO PP 10% ESCARCHA,72,2100,0.66,75,FOB Qingdao,"30% T/T deposit, 70% L/C at sight or T/T against B/L"
SUP-02,QINGDAO STAR CHRISTMAS WHOLESALE GROUP,China,Qingdao,QIN-02044,ORNAMENTO 15.8CM MULTIC S3,ROJO,PLASTICO PET 50% PLASTICO PP 50%,24,1850,0.69,75,FOB Qingdao,"30% T/T deposit, 70% L/C at sight or T/T against B/L"
SUP-02,QINGDAO STAR CHRISTMAS WHOLESALE GROUP,China,Qingdao,QIN-02045,JGO. 6 ESFERAS 8CM CAJA PVC - DISPLAY,AZUL,100% PS,24,1750,2.21,75,FOB Qingdao,"30% T/T deposit, 70% L/C at sight or T/T against B/L"
SUP-02,QINGDAO STAR CHRISTMAS WHOLESALE GROUP,China,Qingdao,QIN-02046,JGO. 12 ESFERAS 8CM BRILL-MATE-ESC TUBO PDQ,ROJO-VERDE-DORADO,100% PS,24,2800,3.32,75,FOB Qingdao,"30% T/T deposit, 70% L/C at sight or T/T against B/L"
SUP-02,QINGDAO STAR CHRISTMAS WHOLESALE GROUP,China,Qingdao,QIN-02047,ORNAMENTO 10X9CM DORADO,DORADO,90% PLASTICO PP 10% ESCARCHA,72,2150,0.46,75,FOB Qingdao,"30% T/T deposit, 70% L/C at sight or T/T against B/L"
SUP-02,QINGDAO STAR CHRISTMAS WHOLESALE GROUP,China,Qingdao,QIN-02048,RELLENO 20X70CM NATURAL,NATURAL,60%HOJA DE MAIZ 40%METAL,36,2100,2.20,75,FOB Qingdao,"30% T/T deposit, 70% L/C at sight or T/T against B/L"
SUP-02,QINGDAO STAR CHRISTMAS WHOLESALE GROUP,China,Qingdao,QIN-02049,ADORNO NAV 8.1X18X8.5CM RJ-BL S3,ROJO-BLANCO,100% DOLOMITA,32,1600,2.37,75,FOB Qingdao,"30% T/T deposit, 70% L/C at sight or T/T against B/L"
SUP-02,QINGDAO STAR CHRISTMAS WHOLESALE GROUP,China,Qingdao,QIN-02050,JGO3 CANASTA NAV 25CM VERDE,VERDE,100% SAUCE,8,1850,12.28,75,FOB Qingdao,"30% T/T deposit, 70% L/C at sight or T/T against B/L"
