sku,semana,anio_relativo,ventas_unidades
SKU_001,101,2,196
SKU_001,102,2,185
SKU_001,103,2,177
SKU_001,104,2,235
SKU_002,1,1,300
SKU_002,2,1,403
SKU_002,3,1,338
SKU_002,4,1,394
SKU_002,5,1,326
SKU_002,6,1,295
SKU_002,7,1,310
SKU_002,8,1,325
SKU_002,9,1,479
SKU_002,10,1,315
SKU_002,11,1,397
SKU_002,12,1,297
SKU_002,13,1,378
SKU_002,14,1,337
SKU_002,15,1,296
SKU_002,16,1,284
SKU_002,17,1,241
SKU_002,18,1,263
SKU_002,19,1,210
SKU_002,20,1,167
SKU_002,21,1,147
SKU_002,22,1,164
SKU_002,23,1,171
SKU_002,24,1,120
SKU_002,25,1,135
SKU_002,26,1,82
SKU_002,27,1,73
SKU_002,28,1,47
SKU_002,29,1,30
SKU_002,30,1,24
SKU_002,31,1,13
SKU_002,32,1,15
SKU_002,33,1,13
SKU_002,34,1,10
SKU_002,35,1,10
SKU_002,36,1,16
SKU_002,37,1,16
SKU_002,38,1,20
SKU_002,39,1,30
SKU_002,40,1,56
SKU_002,41,1,51
SKU_002,42,1,68
SKU_002,43,1,107
SKU_002,44,1,111
SKU_002,45,1,139
SKU_002,46,1,157
SKU_002,47,1,192
SKU_002,48,1,248
SKU_002,49,1,229
SKU_002,50,1,271
SKU_002,51,1,185
SKU_002,52,1,284
SKU_002,53,2,265
SKU_002,54,2,261
SKU_002,55,2,289
SKU_002,56,2,327
SKU_002,57,2,402
SKU_002,58,2,288
SKU_002,59,2,366
SKU_002,60,2,339
SKU_002,61,2,346
SKU_002,62,2,414
SKU_002,63,2,382
SKU_002,64,2,414
SKU_002,65,2,326
SKU_002,66,2,286
SKU_002,67,2,294
SKU_002,68,2,297
SKU_002,69,2,275
SKU_002,70,2,207
SKU_002,71,2,230
SKU_002,72,2,212
SKU_002,73,2,252
SKU_002,74,2,193
SKU_002,75,2,121
SKU_002,76,2,113
SKU_002,77,2,76
SKU_002,78,2,72
SKU_002,79,2,65
SKU_002,80,2,54
SKU_002,81,2,28
SKU_002,82,2,19
SKU_002,83,2,9
SKU_002,84,2,12
SKU_002,85,2,11
SKU_002,86,2,12
SKU_002,87,2,11
SKU_002,88,2,12
SKU_002,89,2,9
SKU_002,90,2,16
SKU_002,91,2,43
SKU_002,92,2,37
SKU_002,93,2,52
SKU_002,94,2,101
SKU_002,95,2,141
SKU_002,96,2,97
SKU_002,97,2,132
SKU_002,98,2,169
SKU_002,99,2,231
SKU_002,100,2,175
SKU_002,101,2,219
SKU_002,102,2,277
SKU_002,103,2,286
SKU_002,104,2,271
SKU_003,1,1,136
SKU_003,2,1,116
SKU_003,3,1,146
SKU_003,4,1,151
SKU_003,5,1,167
SKU_003,6,1,151
SKU_003,7,1,178
SKU_003,8,1,192
SKU_003,9,1,170
SKU_003,10,1,173
SKU_003,11,1,163
SKU_003,12,1,158
SKU_003,13,1,136
SKU_003,14,1,228
SKU_003,15,1,137
SKU_003,16,1,173
SKU_003,17,1,152
SKU_003,18,1,120
SKU_003,19,1,92
SKU_003,20,1,78
SKU_003,21,1,99
SKU_003,22,1,77
SKU_003,23,1,69
SKU_003,24,1,40
SKU_003,25,1,51
SKU_003,26,1,39
SKU_003,27,1,24
SKU_003,28,1,20
SKU_003,29,1,16
SKU_003,30,1,10
SKU_003,31,1,6
SKU_003,32,1,6
SKU_003,33,1,6
SKU_003,34,1,6
SKU_003,35,1,7
SKU_003,36,1,4
SKU_003,37,1,6
SKU_003,38,1,10
SKU_003,39,1,16
SKU_003,40,1,20
SKU_003,41,1,21
SKU_003,42,1,38
SKU_003,43,1,57
SKU_003,44,1,42
SKU_003,45,1,73
SKU_003,46,1,71
SKU_003,47,1,84
SKU_003,48,1,80
SKU_003,49,1,100
SKU_003,50,1,138
SKU_003,51,1,136
SKU_003,52,1,168
SKU_003,53,2,167
SKU_003,54,2,159
SKU_003,55,2,196
SKU_003,56,2,171
SKU_003,57,2,186
SKU_003,58,2,161
SKU_003,59,2,172
SKU_003,60,2,153
SKU_003,61,2,196
SKU_003,62,2,139
SKU_003,63,2,185
SKU_003,64,2,157
SKU_003,65,2,183
SKU_003,66,2,167
SKU_003,67,2,181
SKU_003,68,2,149
SKU_003,69,2,96
SKU_003,70,2,115
SKU_003,71,2,88
SKU_003,72,2,89
SKU_003,73,2,105
SKU_003,74,2,83
SKU_003,75,2,59
SKU_003,76,2,47
SKU_003,77,2,46
SKU_003,78,2,30
SKU_003,79,2,26
SKU_003,80,2,23
SKU_003,81,2,18
SKU_003,82,2,11
SKU_003,83,2,4
SKU_003,84,2,6
SKU_003,85,2,6
SKU_003,86,2,6
SKU_003,87,2,7
SKU_003,88,2,4
SKU_003,89,2,5
SKU_003,90,2,11
SKU_003,91,2,12
SKU_003,92,2,27
SKU_003,93,2,31
SKU_003,94,2,42
SKU_003,95,2,42
SKU_003,96,2,63
SKU_003,97,2,54
SKU_003,98,2,79
SKU_003,99,2,137
SKU_003,100,2,101
SKU_003,101,2,94
SKU_003,102,2,115
SKU_003,103,2,125
SKU_003,104,2,144
SKU_004,1,1,326
SKU_004,2,1,251
SKU_004,3,1,305
SKU_004,4,1,393
SKU_004,5,1,293
SKU_004,6,1,295
SKU_004,7,1,350
SKU_004,8,1,384
SKU_004,9,1,340
SKU_004,10,1,403
SKU_004,11,1,373
SKU_004,12,1,362
SKU_004,13,1,337
SKU_004,14,1,403
SKU_004,15,1,275
SKU_004,16,1,194
SKU_004,17,1,310
SKU_004,18,1,215
SKU_004,19,1,215
SKU_004,20,1,229
SKU_004,21,1,130
SKU_004,22,1,122
SKU_004,23,1,99
SKU_004,24,1,97
SKU_004,25,1,97
SKU_004,26,1,80
SKU_004,27,1,60
SKU_004,28,1,34
SKU_004,29,1,20
SKU_004,30,1,20
SKU_004,31,1,11
SKU_004,32,1,19
SKU_004,33,1,13
SKU_004,34,1,12
SKU_004,35,1,13
SKU_004,36,1,12
SKU_004,37,1,13
SKU_004,38,1,18
SKU_004,39,1,29
SKU_004,40,1,44
SKU_004,41,1,65
SKU_004,42,1,70
SKU_004,43,1,99
SKU_004,44,1,106
SKU_004,45,1,128
SKU_004,46,1,169
SKU_004,47,1,120
SKU_004,48,1,154
SKU_004,49,1,165
SKU_004,50,1,151
SKU_004,51,1,225
SKU_004,52,1,299
SKU_004,53,2,273
SKU_004,54,2,308
SKU_004,55,2,363
SKU_004,56,2,387
SKU_004,57,2,328
SKU_004,58,2,406
SKU_004,59,2,346
SKU_004,60,2,300
SKU_004,61,2,311
SKU_004,62,2,263
SKU_004,63,2,287
SKU_004,64,2,306
SKU_004,65,2,350
SKU_004,66,2,377
SKU_004,67,2,226
SKU_004,68,2,285
SKU_004,69,2,212
SKU_004,70,2,249
SKU_004,71,2,208
SKU_004,72,2,186
SKU_004,73,2,195
SKU_004,74,2,137
SKU_004,75,2,120
SKU_004,76,2,93
SKU_004,77,2,83
SKU_004,78,2,79
SKU_004,79,2,56
SKU_004,80,2,45
SKU_004,81,2,32
SKU_004,82,2,24
SKU_004,83,2,11
SKU_004,84,2,9
SKU_004,85,2,14
SKU_004,86,2,11
SKU_004,87,2,14
SKU_004,88,2,13
SKU_004,89,2,12
SKU_004,90,2,21
SKU_004,91,2,39
SKU_004,92,2,57
SKU_004,93,2,58
SKU_004,94,2,76
SKU_004,95,2,107
SKU_004,96,2,97
SKU_004,97,2,137
SKU_004,98,2,151
SKU_004,99,2,180
SKU_004,100,2,169
SKU_004,101,2,162
SKU_004,102,2,160
SKU_004,103,2,210
SKU_004,104,2,251
SKU_005,1,1,345
SKU_005,2,1,490
SKU_005,3,1,461
SKU_005,4,1,350
SKU_005,5,1,442
SKU_005,6,1,402
SKU_005,7,1,415
SKU_005,8,1,447
SKU_005,9,1,474
SKU_005,10,1,407
SKU_005,11,1,488
SKU_005,12,1,340
SKU_005,13,1,397
SKU_005,14,1,529
SKU_005,15,1,374
SKU_005,16,1,415
SKU_005,17,1,324
SKU_005,18,1,321
SKU_005,19,1,268
SKU_005,20,1,238
SKU_005,21,1,193
SKU_005,22,1,204
SKU_005,23,1,145
SKU_005,24,1,155
SKU_005,25,1,136
SKU_005,26,1,100
SKU_005,27,1,70
SKU_005,28,1,59
SKU_005,29,1,37
SKU_005,30,1,29
SKU_005,31,1,11
SKU_005,32,1,14
SKU_005,33,1,11
SKU_005,34,1,12
SKU_005,35,1,18
SKU_005,36,1,17
SKU_005,37,1,13
SKU_005,38,1,19
SKU_005,39,1,22
SKU_005,40,1,51
SKU_005,41,1,101
SKU_005,42,1,101
SKU_005,43,1,108
SKU_005,44,1,152
SKU_005,45,1,128
SKU_005,46,1,185
SKU_005,47,1,223
SKU_005,48,1,243
SKU_005,49,1,305
SKU_005,50,1,314
SKU_005,51,1,355
SKU_005,52,1,310
SKU_005,53,2,416
SKU_005,54,2,480
SKU_005,55,2,343
SKU_005,56,2,360
SKU_005,57,2,790
SKU_005,58,2,422
SKU_005,59,2,532
SKU_005,60,2,412
SKU_005,61,2,536
SKU_005,62,2,444
SKU_005,63,2,444
SKU_005,64,2,515
SKU_005,65,2,381
SKU_005,66,2,332
SKU_005,67,2,343
SKU_005,68,2,371
SKU_005,69,2,248
SKU_005,70,2,329
SKU_005,71,2,252
SKU_005,72,2,291
SKU_005,73,2,142
SKU_005,74,2,172
SKU_005,75,2,126
SKU_005,76,2,125
SKU_005,77,2,123
SKU_005,78,2,93
SKU_005,79,2,119
SKU_005,80,2,55
SKU_005,81,2,41
SKU_005,82,2,22
SKU_005,83,2,17
SKU_005,84,2,17
SKU_005,85,2,16
SKU_005,86,2,17
SKU_005,87,2,16
SKU_005,88,2,20
SKU_005,89,2,15
SKU_005,90,2,24
SKU_005,91,2,35
SKU_005,92,2,47
SKU_005,93,2,61
SKU_005,94,2,83
SKU_005,95,2,118
SKU_005,96,2,151
SKU_005,97,2,171
SKU_005,98,2,174
SKU_005,99,2,253
SKU_005,100,2,278
SKU_005,101,2,270
SKU_005,102,2,273
SKU_005,103,2,354
SKU_005,104,2,361
SKU_006,1,1,266
SKU_006,2,1,353
SKU_006,3,1,387
SKU_006,4,1,333
SKU_006,5,1,406
SKU_006,6,1,314
SKU_006,7,1,488
SKU_006,8,1,485
SKU_006,9,1,391
SKU_006,10,1,424
SKU_006,11,1,252
SKU_006,12,1,318
SKU_006,13,1,356
SKU_006,14,1,300
SKU_006,15,1,376
SKU_006,16,1,416
SKU_006,17,1,246
SKU_006,18,1,242
SKU_006,19,1,262
SKU_006,20,1,284
SKU_006,21,1,172
SKU_006,22,1,186
SKU_006,23,1,198
SKU_006,24,1,99
SKU_006,25,1,88
SKU_006,26,1,83
SKU_006,27,1,63
SKU_006,28,1,58
SKU_006,29,1,37
SKU_006,30,1,17
SKU_006,31,1,15
SKU_006,32,1,13
SKU_006,33,1,17
SKU_006,34,1,13
SKU_006,35,1,13
SKU_006,36,1,15
SKU_006,37,1,16
SKU_006,38,1,25
SKU_006,39,1,27
SKU_006,40,1,56
SKU_006,41,1,58
SKU_006,42,1,91
SKU_006,43,1,86
SKU_006,44,1,141
SKU_006,45,1,137
SKU_006,46,1,145
SKU_006,47,1,226
SKU_006,48,1,238
SKU_006,49,1,230
SKU_006,50,1,337
SKU_006,51,1,280
SKU_006,52,1,322
SKU_006,53,2,354
SKU_006,54,2,325
SKU_006,55,2,399
SKU_006,56,2,355
SKU_006,57,2,372
SKU_006,58,2,486
SKU_006,59,2,344
SKU_006,60,2,261
SKU_006,61,2,736
SKU_006,62,2,558
SKU_006,63,2,372
SKU_006,64,2,274
SKU_006,65,2,356
SKU_006,66,2,343
SKU_006,67,2,331
SKU_006,68,2,267
SKU_006,69,2,326
SKU_006,70,2,299
SKU_006,71,2,197
SKU_006,72,2,254
SKU_006,73,2,268
SKU_006,74,2,185
SKU_006,75,2,148
SKU_006,76,2,129
SKU_006,77,2,120
SKU_006,78,2,66
SKU_006,79,2,71
SKU_006,80,2,49
SKU_006,81,2,46
SKU_006,82,2,23
SKU_006,83,2,18
SKU_006,84,2,12
SKU_006,85,2,15
SKU_006,86,2,15
SKU_006,87,2,12
SKU_006,88,2,15
SKU_006,89,2,17
SKU_006,90,2,22
SKU_006,91,2,27
SKU_006,92,2,51
SKU_006,93,2,60
SKU_006,94,2,84
SKU_006,95,2,108
SKU_006,96,2,155
SKU_006,97,2,118
SKU_006,98,2,193
SKU_006,99,2,189
SKU_006,100,2,141
SKU_006,101,2,284
SKU_006,102,2,289
SKU_006,103,2,268
SKU_006,104,2,258
SKU_007,1,1,189
SKU_007,2,1,186
SKU_007,3,1,250
SKU_007,4,1,202
SKU_007,5,1,206
SKU_007,6,1,193
SKU_007,7,1,225
SKU_007,8,1,220
SKU_007,9,1,239
SKU_007,10,1,183
SKU_007,11,1,183
SKU_007,12,1,177
SKU_007,13,1,207
SKU_007,14,1,218
SKU_007,15,1,158
SKU_007,16,1,150
SKU_007,17,1,158
SKU_007,18,1,135
SKU_007,19,1,147
SKU_007,20,1,78
SKU_007,21,1,93
SKU_007,22,1,83
SKU_007,23,1,54
SKU_007,24,1,61
SKU_007,25,1,52
SKU_007,26,1,49
SKU_007,27,1,48
SKU_007,28,1,32
SKU_007,29,1,22
SKU_007,30,1,19
SKU_007,31,1,13
SKU_007,32,1,10
SKU_007,33,1,8
SKU_007,34,1,9
SKU_007,35,1,9
SKU_007,36,1,12
SKU_007,37,1,15
SKU_007,38,1,22
SKU_007,39,1,22
SKU_007,40,1,33
SKU_007,41,1,40
SKU_007,42,1,42
SKU_007,43,1,47
SKU_007,44,1,80
SKU_007,45,1,79
SKU_007,46,1,81
SKU_007,47,1,106
SKU_007,48,1,139
SKU_007,49,1,86
SKU_007,50,1,111
SKU_007,51,1,132
SKU_007,52,1,200
SKU_007,53,2,181
SKU_007,54,2,203
SKU_007,55,2,157
SKU_007,56,2,163
SKU_007,57,2,214
SKU_007,58,2,206
SKU_007,59,2,224
SKU_007,60,2,202
SKU_007,61,2,216
SKU_007,62,2,210
SKU_007,63,2,114
SKU_007,64,2,221
SKU_007,65,2,144
SKU_007,66,2,122
SKU_007,67,2,201
SKU_007,68,2,195
SKU_007,69,2,131
SKU_007,70,2,104
SKU_007,71,2,135
SKU_007,72,2,138
SKU_007,73,2,138
SKU_007,74,2,104
SKU_007,75,2,80
SKU_007,76,2,64
SKU_007,77,2,63
SKU_007,78,2,50
SKU_007,79,2,36
SKU_007,80,2,44
SKU_007,81,2,27
SKU_007,82,2,24
SKU_007,83,2,13
SKU_007,84,2,13
SKU_007,85,2,10
SKU_007,86,2,9
SKU_007,87,2,11
SKU_007,88,2,13
SKU_007,89,2,17
SKU_007,90,2,22
SKU_007,91,2,28
SKU_007,92,2,25
SKU_007,93,2,43
SKU_007,94,2,48
SKU_007,95,2,51
SKU_007,96,2,93
SKU_007,97,2,108
SKU_007,98,2,118
SKU_007,99,2,115
SKU_007,100,2,148
SKU_007,101,2,135
SKU_007,102,2,151
SKU_007,103,2,132
SKU_007,104,2,179
SKU_008,1,1,168
SKU_008,2,1,141
SKU_008,3,1,180
SKU_008,4,1,186
SKU_008,5,1,244
SKU_008,6,1,222
SKU_008,7,1,198
SKU_008,8,1,206
SKU_008,9,1,199
SKU_008,10,1,190
SKU_008,11,1,98
SKU_008,12,1,183
SKU_008,13,1,161
SKU_008,14,1,142
SKU_008,15,1,179
SKU_008,16,1,166
SKU_008,17,1,108
SKU_008,18,1,126
SKU_008,19,1,145
SKU_008,20,1,133
SKU_008,21,1,119
SKU_008,22,1,92
SKU_008,23,1,70
SKU_008,24,1,58
SKU_008,25,1,62
SKU_008,26,1,52
SKU_008,27,1,48
SKU_008,28,1,37
SKU_008,29,1,24
SKU_008,30,1,15
SKU_008,31,1,14
SKU_008,32,1,11
SKU_008,33,1,9
SKU_008,34,1,7
SKU_008,35,1,9
SKU_008,36,1,10
SKU_008,37,1,13
SKU_008,38,1,20
SKU_008,39,1,23
SKU_008,40,1,33
SKU_008,41,1,42
SKU_008,42,1,41
SKU_008,43,1,55
SKU_008,44,1,84
SKU_008,45,1,66
SKU_008,46,1,62
SKU_008,47,1,74
SKU_008,48,1,115
SKU_008,49,1,126
SKU_008,50,1,134
SKU_008,51,1,173
SKU_008,52,1,94
SKU_008,53,2,175
SKU_008,54,2,214
SKU_008,55,2,150
SKU_008,56,2,176
SKU_008,57,2,169
SKU_008,58,2,168
SKU_008,59,2,187
SKU_008,60,2,239
SKU_008,61,2,250
SKU_008,62,2,184
SKU_008,63,2,245
SKU_008,64,2,187
SKU_008,65,2,228
SKU_008,66,2,171
SKU_008,67,2,168
SKU_008,68,2,165
SKU_008,69,2,216
SKU_008,70,2,94
SKU_008,71,2,112
SKU_008,72,2,130
SKU_008,73,2,97
SKU_008,74,2,84
SKU_008,75,2,91
SKU_008,76,2,69
SKU_008,77,2,61
SKU_008,78,2,49
SKU_008,79,2,42
SKU_008,80,2,34
SKU_008,81,2,18
SKU_008,82,2,21
SKU_008,83,2,12
SKU_008,84,2,8
SKU_008,85,2,9
SKU_008,86,2,8
SKU_008,87,2,8
SKU_008,88,2,12
SKU_008,89,2,11
SKU_008,90,2,18
SKU_008,91,2,23
SKU_008,92,2,31
SKU_008,93,2,41
SKU_008,94,2,41
SKU_008,95,2,65
SKU_008,96,2,69
SKU_008,97,2,57
SKU_008,98,2,64
SKU_008,99,2,102
SKU_008,100,2,109
SKU_008,101,2,122
SKU_008,102,2,135
SKU_008,103,2,150
SKU_008,104,2,177
SKU_009,1,1,127
SKU_009,2,1,131
SKU_009,3,1,139
SKU_009,4,1,179
SKU_009,5,1,208
SKU_009,6,1,167
SKU_009,7,1,113
SKU_009,8,1,135
SKU_009,9,1,158
SKU_009,10,1,164
SKU_009,11,1,165
SKU_009,12,1,172
SKU_009,13,1,158
SKU_009,14,1,184
SKU_009,15,1,136
SKU_009,16,1,125
SKU_009,17,1,144
SKU_009,18,1,96
SKU_009,19,1,122
SKU_009,20,1,106
SKU_009,21,1,92
SKU_009,22,1,104
SKU_009,23,1,67
SKU_009,24,1,83
SKU_009,25,1,52
SKU_009,26,1,36
SKU_009,27,1,37
SKU_009,28,1,25
SKU_009,29,1,20
SKU_009,30,1,18
SKU_009,31,1,14
SKU_009,32,1,9
SKU_009,33,1,9
SKU_009,34,1,9
SKU_009,35,1,10
SKU_009,36,1,11
SKU_009,37,1,16
SKU_009,38,1,12
SKU_009,39,1,22
SKU_009,40,1,25
SKU_009,41,1,37
SKU_009,42,1,41
SKU_009,43,1,52
SKU_009,44,1,81
SKU_009,45,1,72
SKU_009,46,1,89
SKU_009,47,1,91
SKU_009,48,1,106
SKU_009,49,1,115
SKU_009,50,1,133
SKU_009,51,1,158
SKU_009,52,1,179
SKU_009,53,2,159
SKU_009,54,2,173
SKU_009,55,2,137
SKU_009,56,2,169
SKU_009,57,2,200
SKU_009,58,2,202
SKU_009,59,2,186
SKU_009,60,2,141
SKU_009,61,2,194
SKU_009,62,2,211
SKU_009,63,2,183
SKU_009,64,2,162
SKU_009,65,2,174
SKU_009,66,2,89
SKU_009,67,2,161
SKU_009,68,2,65
SKU_009,69,2,100
SKU_009,70,2,132
SKU_009,71,2,123
SKU_009,72,2,86
SKU_009,73,2,84
SKU_009,74,2,101
SKU_009,75,2,68
SKU_009,76,2,85
SKU_009,77,2,54
SKU_009,78,2,48
SKU_009,79,2,46
SKU_009,80,2,30
SKU_009,81,2,19
SKU_009,82,2,17
SKU_009,83,2,13
SKU_009,84,2,8
SKU_009,85,2,8
SKU_009,86,2,7
SKU_009,87,2,9
SKU_009,88,2,10
SKU_009,89,2,13
SKU_009,90,2,17
SKU_009,91,2,24
SKU_009,92,2,32
SKU_009,93,2,31
SKU_009,94,2,38
SKU_009,95,2,63
SKU_009,96,2,60
SKU_009,97,2,58
SKU_009,98,2,89
SKU_009,99,2,101
SKU_009,100,2,81
SKU_009,101,2,119
SKU_009,102,2,139
SKU_009,103,2,142
SKU_009,104,2,157
SKU_010,1,1,260
SKU_010,2,1,363
SKU_010,3,1,415
SKU_010,4,1,345
SKU_010,5,1,432
SKU_010,6,1,475
SKU_010,7,1,499
SKU_010,8,1,472
SKU_010,9,1,387
SKU_010,10,1,410
SKU_010,11,1,426
SKU_010,12,1,380
SKU_010,13,1,368
SKU_010,14,1,390
SKU_010,15,1,328
SKU_010,16,1,279
SKU_010,17,1,276
SKU_010,18,1,299
SKU_010,19,1,251
SKU_010,20,1,240
SKU_010,21,1,227
SKU_010,22,1,173
SKU_010,23,1,179
SKU_010,24,1,147
SKU_010,25,1,96
SKU_010,26,1,120
SKU_010,27,1,74
SKU_010,28,1,48
SKU_010,29,1,42
SKU_010,30,1,32
SKU_010,31,1,29
SKU_010,32,1,21
SKU_010,33,1,17
SKU_010,34,1,18
SKU_010,35,1,19
SKU_010,36,1,23
SKU_010,37,1,30
SKU_010,38,1,42
SKU_010,39,1,34
SKU_010,40,1,61
SKU_010,41,1,54
SKU_010,42,1,99
SKU_010,43,1,118
SKU_010,44,1,161
SKU_010,45,1,190
SKU_010,46,1,190
SKU_010,47,1,192
SKU_010,48,1,247
SKU_010,49,1,233
SKU_010,50,1,275
SKU_010,51,1,341
SKU_010,52,1,290
SKU_010,53,2,375
SKU_010,54,2,387
SKU_010,55,2,313
SKU_010,56,2,433
SKU_010,57,2,428
SKU_010,58,2,400
SKU_010,59,2,353
SKU_010,60,2,349
SKU_010,61,2,367
SKU_010,62,2,427
SKU_010,63,2,332
SKU_010,64,2,403
SKU_010,65,2,298
SKU_010,66,2,342
SKU_010,67,2,342
SKU_010,68,2,435
SKU_010,69,2,237
SKU_010,70,2,338
SKU_010,71,2,261
SKU_010,72,2,246
SKU_010,73,2,213
SKU_010,74,2,198
SKU_010,75,2,159
SKU_010,76,2,172
SKU_010,77,2,111
SKU_010,78,2,117
SKU_010,79,2,74
SKU_010,80,2,64
SKU_010,81,2,43
SKU_010,82,2,41
SKU_010,83,2,35
SKU_010,84,2,22
SKU_010,85,2,17
SKU_010,86,2,14
SKU_010,87,2,17
SKU_010,88,2,17
SKU_010,89,2,25
SKU_010,90,2,43
SKU_010,91,2,61
SKU_010,92,2,93
SKU_010,93,2,75
SKU_010,94,2,122
SKU_010,95,2,125
SKU_010,96,2,138
SKU_010,97,2,175
SKU_010,98,2,325
SKU_010,99,2,214
SKU_010,100,2,220
SKU_010,101,2,203
SKU_010,102,2,215
SKU_010,103,2,330
SKU_010,104,2,308
SKU_011,1,1,158
SKU_011,2,1,182
SKU_011,3,1,212
SKU_011,4,1,201
SKU_011,5,1,181
SKU_011,6,1,242
SKU_011,7,1,255
SKU_011,8,1,222
SKU_011,9,1,236
SKU_011,10,1,242
SKU_011,11,1,235
SKU_011,12,1,214
SKU_011,13,1,206
SKU_011,14,1,196
SKU_011,15,1,145
SKU_011,16,1,181
SKU_011,17,1,123
SKU_011,18,1,126
SKU_011,19,1,157
SKU_011,20,1,135
SKU_011,21,1,132
SKU_011,22,1,92
SKU_011,23,1,69
SKU_011,24,1,70
SKU_011,25,1,63
SKU_011,26,1,52
SKU_011,27,1,49
SKU_011,28,1,32
SKU_011,29,1,27
SKU_011,30,1,17
SKU_011,31,1,16
SKU_011,32,1,11
SKU_011,33,1,8
SKU_011,34,1,8
SKU_011,35,1,9
SKU_011,36,1,11
SKU_011,37,1,19
SKU_011,38,1,20
SKU_011,39,1,25
SKU_011,40,1,23
SKU_011,41,1,36
SKU_011,42,1,49
SKU_011,43,1,55
SKU_011,44,1,87
SKU_011,45,1,82
SKU_011,46,1,114
SKU_011,47,1,109
SKU_011,48,1,120
SKU_011,49,1,130
SKU_011,50,1,143
SKU_011,51,1,193
SKU_011,52,1,107
SKU_011,53,2,121
SKU_011,54,2,238
SKU_011,55,2,190
SKU_011,56,2,216
SKU_011,57,2,214
SKU_011,58,2,192
SKU_011,59,2,237
SKU_011,60,2,239
SKU_011,61,2,212
SKU_011,62,2,233
SKU_011,63,2,208
SKU_011,64,2,179
SKU_011,65,2,209
SKU_011,66,2,185
SKU_011,67,2,173
SKU_011,68,2,200
SKU_011,69,2,148
SKU_011,70,2,112
SKU_011,71,2,108
SKU_011,72,2,113
SKU_011,73,2,103
SKU_011,74,2,74
SKU_011,75,2,71
SKU_011,76,2,63
SKU_011,77,2,84
SKU_011,78,2,65
SKU_011,79,2,39
SKU_011,80,2,32
SKU_011,81,2,22
SKU_011,82,2,14
SKU_011,83,2,15
SKU_011,84,2,10
SKU_011,85,2,9
SKU_011,86,2,6
SKU_011,87,2,8
SKU_011,88,2,12
SKU_011,89,2,16
SKU_011,90,2,21
SKU_011,91,2,21
SKU_011,92,2,38
SKU_011,93,2,37
SKU_011,94,2,56
SKU_011,95,2,61
SKU_011,96,2,95
SKU_011,97,2,80
SKU_011,98,2,101
SKU_011,99,2,117
SKU_011,100,2,117
SKU_011,101,2,161
SKU_011,102,2,164
SKU_011,103,2,147
SKU_011,104,2,182
SKU_012,1,1,287
SKU_012,2,1,302
SKU_012,3,1,198
SKU_012,4,1,188
SKU_012,5,1,314
SKU_012,6,1,220
SKU_012,7,1,212
SKU_012,8,1,246
SKU_012,9,1,281
SKU_012,10,1,257
SKU_012,11,1,231
SKU_012,12,1,225
SKU_012,13,1,216
SKU_012,14,1,202
SKU_012,15,1,298
SKU_012,16,1,219
SKU_012,17,1,223
SKU_012,18,1,169
SKU_012,19,1,163
